,x,y,riv_order,upland_drainage_area
2410305,-54.2952992331375,-3.259210338443,6.0,63.22
2143680,-57.4542707952171,-3.3530488979689994,6.0,198.847
144036,-75.7840263560415,-8.365773810322999,6.0,30.794
2467787,-53.5747191619503,-14.332160362510997,6.0,261.999
2092320,-58.0300914771033,-5.011590880288999,6.0,56.664
97454,-76.3405457860209,-5.921606678482998,6.0,28.397
2138165,-57.518608301573096,-2.9842415361109995,6.0,37.943
1355803,-64.89490340528849,-0.1101628641169996,6.0,65.041
2539983,-52.6707771976485,-3.6214708240549993,6.0,75.196
1535840,-63.308983873613094,-10.432404411976998,6.0,28.287
847174,-69.39852885020849,-12.420472498678997,6.0,30.395
1512976,-63.5180807692701,-12.387738117448997,6.0,117.638
738878,-70.37324207150189,-12.948587182523,6.0,18.2
1581331,-62.9229588354771,-16.376968043345,6.0,311.326
1669313,-62.16055938515849,-4.647148102594999,6.0,44.288
1751727,-61.4560636905603,-14.216498882164998,6.0,471.958
2077,-78.27388785201869,-4.634054350102998,6.0,30.382
2426394,-54.0862023374805,-11.364243130990998,6.0,46.718
1649812,-62.3310537770019,-11.621753596666998,6.0,211.445
744195,-70.32820581705269,-7.423023630898999,6.0,38.742
1636195,-62.4532950390783,0.3895820226610005,6.0,193.615
473989,-72.75372980667389,-8.326492552846998,6.0,114.484
1113288,-66.9858723618585,-0.3240274881529994,6.0,53.449
2246801,-56.299412556126896,-1.5744808511389992,6.0,78.105
349252,-73.8667686666327,-0.3611264535469991,6.0,30.696
2666255,-51.1073757931977,-2.0022100992109997,6.0,24.671
2849293,-48.6850686788943,-3.010429041094999,6.0,45.659
1513843,-63.508430143316694,-0.07961077496899938,6.0,309.966
2865803,-48.4116342768813,-9.127393746941,6.0,72.055
1638974,-62.4307769118537,-16.363874290852998,6.0,486.571
2424990,-54.10228671406949,-7.178606917714999,6.0,50.05
531874,-72.19077662605889,-3.8440646164189993,6.0,104.725
616651,-71.40264217319789,-0.2847462306769999,6.0,16.743
1056933,-67.4844880361175,-0.5946317063209992,6.0,51.945
2091302,-58.0429589783745,-8.581820726440998,6.0,62.187
2523107,-52.879874093305496,-0.8303192511769999,6.0,50.225
189977,-75.3111456843249,-9.315070865992999,6.0,77.317
1265158,-65.6251341024291,-0.7277515233229992,6.0,38.206
837176,-69.4886013591069,-12.968227811260999,6.0,55.651
798900,-69.8424576440649,-2.231350767820999,6.0,63.275
447568,-72.9949954555089,0.0927902995090002,6.0,25.115
358251,-73.7927805343233,-7.224435051436998,6.0,33.648
1964217,-59.468034744159894,-7.783101824428998,6.0,28.711
1466045,-63.9652264384443,-14.273238476297,6.0,306.875
62444,-76.7973420811485,-2.6394393871549995,6.0,30.664
849198,-69.37601072298389,-1.1554807713949997,6.0,20.174
629654,-71.2900515370749,-1.8821840347009995,6.0,21.025
20883,-77.4921871497933,-6.635216189296999,6.0,37.739
2056155,-58.4322008918283,-0.7604859045529992,6.0,48.723
1578189,-62.9454769627017,-10.292737718728999,6.0,31.469
1846606,-60.6228929832501,-4.762809582940999,6.0,31.446
1252197,-65.73772473855209,-16.198020092620997,6.0,34.422
2495585,-53.2305135029457,-3.569095814086999,6.0,77.339
1297633,-65.3581334510517,1.2515873950510001,6.0,43.78
2682368,-50.9079295234941,-7.3117267347169985,6.0,437.85
2609999,-51.78613648525349,-9.011732266594999,6.0,186.383
2699917,-50.6859651265659,-3.8767989976489994,6.0,32.125
847791,-69.3920950995729,-8.066799795088999,6.0,114.757
140671,-75.8226288598551,-9.280154192680998,6.0,12.711
1433994,-64.2579620923641,-8.976815593282998,6.0,71.674
2769654,-49.836710042666695,-6.718143288412998,6.0,136.417
779871,-70.01616891122609,-5.696830594036999,6.0,23.282
80737,-76.5496426816779,-6.886179778726998,6.0,68.626
